Strain : Tensile strain (Extension) gauge length,100,mm,,,,
62.446,-0.00079,0.01823,,,,
62.447,-0.00174,0.01828,,,,
62.448,-0.00268,0.01825,,,,
62.548,0.01669,0.04035,,,,
62.648,0.11591,0.05452,,,,
62.748,0.21077,0.09995,,,,
62.848,0.30423,0.17743,,,,
62.948,0.39832,0.36839,,,,
63.048,0.49167,0.74599,,,,
63.148,0.58573,1.42535,,,,
63.248,0.67899,2.55191,,,,
63.348,0.77317,4.31853,,,,
63.448,0.86637,6.91091,,,,
63.523,0.93706,9.54226,,,,
63.524,0.938,9.58171,,,,
63.525,0.93893,9.62128,,,,
63.625,0.91934,7.937,,,,
63.725,0.82021,4.25051,,,,
63.825,0.7258,2.26019,,,,
63.925,0.63204,1.15357,,,,
64.025,0.53835,0.56206,,,,
64.125,0.44451,0.26052,,,,
64.225,0.35082,0.12269,,,,
64.325,0.25713,0.06979,,,,
64.425,0.16335,0.03973,,,,
64.525,0.06978,0.02965,,,,
64.6,-0.00036,0.01866,,,,
64.601,-0.00131,0.01848,,,,
64.602,-0.00225,0.01846,,,,
64.702,0.01714,0.02794,,,,
64.802,0.11635,0.05663,,,,
64.902,0.21123,0.1009,,,,
65.002,0.30466,0.17871,,,,
65.102,0.39878,0.36626,,,,
65.202,0.49212,0.7377,,,,
65.302,0.58616,1.42305,,,,
65.402,0.67944,2.54336,,,,
65.502,0.77361,4.31304,,,,
65.602,0.86682,6.91074,,,,
65.677,0.93751,9.53343,,,,
65.678,0.93844,9.5721,,,,
65.679,0.93937,9.61087,,,,
65.779,0.91953,7.92347,,,,
65.879,0.82061,4.24408,,,,
65.979,0.72619,2.25052,,,,
66.079,0.63245,1.15351,,,,
66.179,0.53876,0.55653,,,,
66.279,0.44495,0.26744,,,,
66.379,0.35124,0.1301,,,,
66.479,0.25753,0.06002,,,,
66.579,0.16378,0.03982,,,,
66.679,0.0702,0.02699,,,,
66.755,-0.00089,0.01148,,,,
66.756,-0.00184,0.01142,,,,
66.757,-0.00278,0.01143,,,,
66.857,0.01652,0.032,,,,
66.957,0.1158,0.05074,,,,
67.057,0.21068,0.09682,,,,
67.157,0.30413,0.1708,,,,
67.257,0.39823,0.35816,,,,
67.357,0.49155,0.72558,,,,
67.457,0.58562,1.40326,,,,
67.557,0.67889,2.52086,,,,
67.657,0.77306,4.27348,,,,
67.757,0.86625,6.85885,,,,
67.833,0.93789,9.52329,,,,
67.834,0.93882,9.56207,,,,
67.835,0.93975,9.6011,,,,
67.935,0.92016,7.92842,,,,
68.035,0.82103,4.23589,,,,
68.135,0.72663,2.2508,,,,
68.235,0.63287,1.14482,,,,
68.335,0.53917,0.56159,,,,
68.435,0.44543,0.26368,,,,
68.535,0.35165,0.13031,,,,
68.635,0.25795,0.06652,,,,
68.735,0.16419,0.04522,,,,
68.835,0.07061,0.01671,,,,
68.911,-0.00047,0.00995,,,,
68.912,-0.00142,0.01006,,,,
68.913,-0.00236,0.01023,,,,
69.013,0.01711,0.03273,,,,
69.113,0.11624,0.05764,,,,
69.213,0.2111,0.09969,,,,
69.313,0.30456,0.17463,,,,
69.413,0.39865,0.34514,,,,
69.513,0.49199,0.71979,,,,
69.613,0.58604,1.3914,,,,
69.713,0.67935,2.50591,,,,
69.813,0.7735,4.26388,,,,
69.913,0.86667,6.84903,,,,
69.988,0.93738,9.47519,,,,
69.989,0.93832,9.51464,,,,
69.99,0.93925,9.55435,,,,
70.09,0.91959,7.88479,,,,
70.19,0.82053,4.20583,,,,
70.29,0.72614,2.22985,,,,
70.39,0.63237,1.12767,,,,
70.49,0.53866,0.55228,,,,
70.59,0.44502,0.26175,,,,
70.69,0.35114,0.12945,,,,
70.79,0.25747,0.06514,,,,
70.89,0.16368,0.04294,,,,
70.99,0.07013,0.02319,,,,
71.065,0,0.01562,,,,
71.066,-0.00094,0.01574,,,,
71.067,-0.00189,0.01578,,,,
71.167,0.01731,0.03061,,,,
71.267,0.11662,0.05761,,,,
71.367,0.21152,0.08673,,,,
71.467,0.30498,0.16895,,,,
71.567,0.39907,0.34481,,,,
71.667,0.49239,0.72209,,,,
71.767,0.58646,1.39439,,,,
71.867,0.67978,2.49505,,,,
71.967,0.7739,4.25405,,,,
72.067,0.8671,6.8445,,,,
72.142,0.9378,9.47584,,,,
72.143,0.93873,9.51512,,,,
72.144,0.93967,9.55448,,,,
72.244,0.92006,7.88429,,,,
72.344,0.82096,4.20097,,,,
72.444,0.72655,2.22485,,,,
72.544,0.63279,1.1237,,,,
72.644,0.53905,0.54659,,,,
72.744,0.44544,0.24309,,,,
72.844,0.35154,0.12569,,,,
72.944,0.25786,0.0663,,,,
73.044,0.16413,0.04438,,,,
73.144,0.07052,0.02381,,,,
73.22,-0.00054,0.01181,,,,
73.221,-0.00148,0.01174,,,,
73.222,-0.00243,0.01159,,,,
73.322,0.01677,0.02913,,,,
73.422,0.11606,0.05192,,,,
73.522,0.21095,0.08858,,,,
73.622,0.30443,0.16154,,,,
73.722,0.39851,0.34765,,,,
73.822,0.49182,0.70663,,,,
73.922,0.58591,1.37188,,,,
74.022,0.67919,2.48773,,,,
74.122,0.77332,4.22155,,,,
74.222,0.86653,6.79767,,,,
74.297,0.93724,9.42706,,,,
74.298,0.93817,9.46621,,,,
74.299,0.9391,9.50541,,,,
74.399,0.91955,7.8371,,,,
74.499,0.82042,4.16622,,,,
74.599,0.72599,2.20809,,,,
74.699,0.63224,1.11482,,,,
74.799,0.53847,0.53671,,,,
74.899,0.4449,0.25925,,,,
74.999,0.35096,0.12539,,,,
75.099,0.25731,0.06574,,,,
75.199,0.16359,0.04542,,,,
75.299,0.06996,0.02521,,,,
75.374,-0.00016,0.01056,,,,
75.375,-0.00111,0.0104,,,,
75.376,-0.00205,0.01024,,,,
75.476,0.0171,0.02584,,,,
75.576,0.11644,0.05103,,,,
75.676,0.21133,0.09314,,,,
75.776,0.30481,0.16243,,,,
75.876,0.39889,0.3414,,,,
75.976,0.49219,0.70086,,,,
76.076,0.58627,1.3585,,,,
76.176,0.67957,2.47354,,,,
76.276,0.7737,4.21421,,,,
76.376,0.86691,6.79311,,,,
76.451,0.93762,9.42553,,,,
76.452,0.93855,9.46454,,,,
76.453,0.93949,9.5036,,,,
76.553,0.91988,7.83936,,,,
76.653,0.8208,4.1662,,,,
76.753,0.72638,2.19684,,,,
76.853,0.63261,1.10979,,,,
76.953,0.53883,0.5393,,,,
77.053,0.44528,0.25216,,,,
77.153,0.35132,0.12033,,,,
77.253,0.2577,0.06671,,,,
77.353,0.16397,0.0419,,,,
77.453,0.07034,0.02108,,,,
77.529,-0.00071,0.01903,,,,
77.53,-0.00166,0.0192,,,,
77.531,-0.0026,0.01941,,,,
77.631,0.01653,0.02909,,,,
77.731,0.11589,0.05365,,,,
77.831,0.21077,0.0944,,,,
77.931,0.30425,0.17058,,,,
78.031,0.39833,0.33429,,,,
78.131,0.49164,0.69895,,,,
78.231,0.58568,1.35603,,,,
78.331,0.67902,2.44241,,,,
78.431,0.77314,4.17866,,,,
78.531,0.86636,6.75838,,,,
78.606,0.93705,9.37538,,,,
78.607,0.93798,9.41456,,,,
78.608,0.93892,9.45387,,,,
78.708,0.91929,7.79442,,,,
78.808,0.82023,4.138,,,,
78.908,0.72581,2.17833,,,,
79.008,0.63205,1.09903,,,,
79.108,0.53827,0.52766,,,,
79.208,0.44474,0.24576,,,,
79.308,0.35075,0.12124,,,,
79.408,0.25715,0.06307,,,,
79.508,0.1634,0.03412,,,,
79.608,0.06978,0.01833,,,,
79.683,-0.00034,0.02158,,,,
79.684,-0.00129,0.02147,,,,
79.685,-0.00223,0.02136,,,,
79.785,0.0169,0.02165,,,,
79.885,0.11627,0.04824,,,,
79.985,0.21114,0.09172,,,,
80.085,0.30463,0.16467,,,,
80.185,0.3987,0.33319,,,,
80.285,0.49202,0.68633,,,,
80.385,0.58607,1.34761,,,,
80.485,0.6794,2.43821,,,,
80.585,0.7735,4.1672,,,,
80.685,0.86672,6.74466,,,,
80.76,0.93741,9.37641,,,,
80.761,0.93834,9.41523,,,,
80.762,0.93928,9.45417,,,,
80.862,0.91947,7.78518,,,,
80.962,0.82058,4.12737,,,,
81.062,0.72618,2.17872,,,,
81.162,0.63241,1.09486,,,,
81.262,0.53865,0.52096,,,,
81.362,0.44512,0.24428,,,,
81.462,0.35112,0.12375,,,,
81.562,0.25749,0.06264,,,,
81.662,0.16376,0.03942,,,,
81.762,0.07019,0.02124,,,,
81.838,-0.00093,0.00703,,,,
81.839,-0.00187,0.00738,,,,
81.84,-0.00282,0.00778,,,,
81.94,0.01635,0.03539,,,,
82.04,0.1157,0.05341,,,,
82.14,0.21055,0.08842,,,,
82.24,0.30405,0.15793,,,,
82.34,0.39812,0.32596,,,,
82.44,0.49144,0.67931,,,,
82.54,0.58551,1.33665,,,,
82.64,0.67883,2.41799,,,,
82.74,0.77292,4.14274,,,,
82.84,0.86616,6.71011,,,,
82.916,0.93775,9.3633,,,,
82.917,0.93869,9.40254,,,,
82.918,0.93962,9.44184,,,,
83.018,0.91997,7.77795,,,,
83.118,0.82098,4.12699,,,,
83.218,0.72657,2.16707,,,,
83.318,0.63281,1.09504,,,,
83.418,0.53905,0.51876,,,,
83.518,0.44552,0.24106,,,,
83.618,0.35157,0.11506,,,,
83.718,0.25789,0.06496,,,,
83.818,0.16416,0.03323,,,,
83.918,0.07057,0.02348,,,,
83.994,-0.00053,0.01346,,,,
83.995,-0.00147,0.01342,,,,
83.996,-0.00242,0.01333,,,,
84.096,0.01675,0.02487,,,,
84.196,0.1161,0.05025,,,,
84.296,0.21097,0.09064,,,,
84.396,0.30445,0.15316,,,,
84.496,0.39853,0.32434,,,,
84.596,0.49183,0.67586,,,,
84.696,0.58595,1.3339,,,,
84.796,0.67923,2.41046,,,,
84.896,0.77333,4.13225,,,,
84.996,0.86656,6.6986,,,,
85.071,0.93724,9.32938,,,,
85.072,0.93818,9.36824,,,,
85.073,0.93912,9.4073,,,,
85.173,0.9197,7.75547,,,,
85.273,0.8205,4.09418,,,,
85.373,0.72607,2.14332,,,,
85.473,0.63233,1.08842,,,,
85.573,0.53851,0.52348,,,,
85.673,0.44501,0.24238,,,,
85.773,0.3511,0.11717,,,,
85.873,0.25739,0.06295,,,,
85.973,0.16367,0.03703,,,,
86.073,0.07007,0.01623,,,,
86.148,-0.00011,0.0161,,,,
86.149,-0.00105,0.01606,,,,
86.15,-0.00199,0.01606,,,,
86.25,0.01723,0.02908,,,,
86.35,0.11654,0.05365,,,,
86.45,0.21139,0.0856,,,,
86.55,0.3049,0.15559,,,,
86.65,0.39895,0.32691,,,,
86.75,0.49226,0.67285,,,,
86.85,0.58638,1.31157,,,,
86.95,0.67965,2.40542,,,,
87.05,0.77374,4.1293,,,,
87.15,0.86699,6.68963,,,,
87.225,0.93768,9.32587,,,,
87.226,0.93861,9.36444,,,,
87.227,0.93955,9.40308,,,,
87.327,0.91976,7.73987,,,,
87.427,0.82085,4.0926,,,,
87.527,0.72645,2.14115,,,,
87.627,0.63271,1.07781,,,,
87.727,0.53892,0.51451,,,,
87.827,0.44537,0.24065,,,,
87.927,0.35153,0.11192,,,,
88.027,0.25776,0.06236,,,,
88.127,0.16404,0.04445,,,,
88.227,0.07044,0.02763,,,,
88.303,-0.00066,0.01018,,,,
88.304,-0.0016,0.0102,,,,
88.305,-0.00255,0.0102,,,,
88.405,0.0167,0.03194,,,,
88.505,0.11598,0.05341,,,,
88.605,0.21082,0.0915,,,,
88.705,0.30432,0.15055,,,,
88.805,0.39837,0.31662,,,,
88.905,0.49169,0.66442,,,,
89.005,0.58578,1.30816,,,,
89.105,0.67909,2.38022,,,,
89.205,0.77317,4.09642,,,,
89.305,0.8664,6.65393,,,,
89.38,0.93712,9.27415,,,,
89.381,0.93805,9.31303,,,,
89.382,0.93898,9.35185,,,,
89.482,0.9192,7.69565,,,,
89.582,0.82028,4.06238,,,,
89.682,0.7259,2.12377,,,,
89.782,0.63216,1.07109,,,,
89.882,0.53837,0.51182,,,,
89.982,0.44478,0.23561,,,,
90.082,0.35098,0.11326,,,,
90.182,0.25718,0.04475,,,,
90.282,0.16349,0.03176,,,,
90.382,0.0699,0.02481,,,,
90.457,-0.00025,0.00777,,,,
90.458,-0.0012,0.00765,,,,
90.459,-0.00214,0.00753,,,,
90.559,0.01706,0.03758,,,,
90.659,0.11634,0.04922,,,,
90.759,0.2112,0.08835,,,,
90.859,0.3047,0.16539,,,,
90.959,0.39875,0.32292,,,,
91.059,0.49204,0.66919,,,,
91.159,0.58615,1.30841,,,,
91.259,0.67944,2.3749,,,,
91.359,0.77356,4.09467,,,,
91.459,0.86678,6.65068,,,,
91.534,0.93748,9.27516,,,,
91.535,0.93841,9.31439,,,,
91.536,0.93934,9.35362,,,,
91.636,0.91994,7.70814,,,,
91.736,0.82073,4.06791,,,,
91.836,0.72632,2.12471,,,,
91.936,0.63255,1.06764,,,,
92.036,0.53878,0.51214,,,,
92.136,0.44517,0.23353,,,,
92.236,0.3514,0.11076,,,,
92.336,0.25757,0.06048,,,,
92.436,0.16396,0.03843,,,,
92.536,0.07028,0.01937,,,,
92.612,-0.00077,0.01314,,,,
92.613,-0.00171,0.01319,,,,
92.614,-0.00266,0.01335,,,,
92.714,0.01637,0.02582,,,,
92.814,0.11578,0.04409,,,,
92.914,0.21063,0.08602,,,,
93.014,0.30414,0.15575,,,,
93.114,0.3982,0.31189,,,,
93.214,0.4915,0.65275,,,,
93.314,0.58559,1.28922,,,,
93.414,0.6789,2.3637,,,,
93.514,0.77298,4.06422,,,,
93.614,0.86624,6.60872,,,,
93.69,0.93788,9.26692,,,,
93.691,0.93881,9.30608,,,,
93.692,0.93975,9.34535,,,,
93.792,0.92038,7.71014,,,,
93.892,0.82114,4.05601,,,,
93.992,0.72672,2.12481,,,,
94.092,0.63297,1.06443,,,,
94.192,0.53919,0.50625,,,,
94.292,0.44557,0.22999,,,,
94.392,0.35181,0.11113,,,,
94.492,0.25794,0.0626,,,,
94.592,0.16436,0.03792,,,,
94.692,0.07066,0.01825,,,,
94.768,-0.00036,0.01512,,,,
94.769,-0.00131,0.01538,,,,
94.77,-0.00225,0.01562,,,,
94.87,0.01672,0.02947,,,,
94.97,0.11616,0.04316,,,,
95.07,0.21104,0.08383,,,,
95.17,0.30452,0.14708,,,,
95.27,0.3986,0.31729,,,,
95.37,0.49193,0.64849,,,,
95.47,0.58598,1.28535,,,,
95.57,0.67927,2.34499,,,,
95.67,0.77339,4.06142,,,,
95.77,0.86664,6.60903,,,,
95.845,0.93734,9.23233,,,,
95.846,0.93828,9.2714,,,,
95.847,0.93921,9.3105,,,,
95.947,0.91984,7.66989,,,,
96.047,0.8206,4.03028,,,,
96.147,0.72617,2.10768,,,,
96.247,0.63242,1.04723,,,,
96.347,0.53864,0.50132,,,,
96.447,0.44502,0.23841,,,,
96.547,0.35127,0.1107,,,,
96.647,0.2574,0.06177,,,,
96.747,0.16379,0.04248,,,,
96.847,0.07012,0.0276,,,,
96.923,-0.00092,0.01088,,,,
96.924,-0.00187,0.01097,,,,
96.925,-0.00281,0.01102,,,,
97.025,-0.01801,0.02288,,,,
97.125,0.02401,0.02662,,,,
97.225,0.06203,0.03359,,,,
97.325,0.09976,0.04533,,,,
97.425,0.13757,0.05397,,,,
97.525,0.17489,0.06731,,,,
97.625,0.21237,0.08891,,,,
97.725,0.24964,0.10907,,,,
97.825,0.28697,0.13499,,,,
97.925,0.32459,0.18333,,,,
98.025,0.36216,0.23859,,,,
98.125,0.39954,0.3119,,,,
98.225,0.43693,0.42588,,,,
98.28,0.45777,0.50039,,,,
98.281,0.45815,0.50207,,,,
98.282,0.45852,0.50375,,,,
98.292,0.46224,0.5194,,,,
98.302,0.46589,0.52877,,,,
98.312,0.46891,0.53796,,,,
98.322,0.47109,0.54825,,,,
98.332,0.47295,0.56327,,,,
98.342,0.47492,0.56041,,,,
98.352,0.47657,0.56263,,,,
98.362,0.47799,0.57075,,,,
98.372,0.47964,0.58512,,,,
98.382,0.48203,0.59923,,,,
98.392,0.48539,0.61218,,,,
98.402,0.48957,0.63237,,,,
98.412,0.49422,0.65436,,,,
98.422,0.49903,0.67887,,,,
98.432,0.5038,0.705,,,,
98.442,0.50846,0.72959,,,,
98.452,0.51296,0.75055,,,,
98.462,0.51728,0.777,,,,
98.472,0.52141,0.80149,,,,
98.482,0.52537,0.82319,,,,
98.492,0.5292,0.85014,,,,
98.502,0.53294,0.87505,,,,
98.512,0.53666,0.89661,,,,
98.522,0.54043,0.92238,,,,
98.532,0.54428,0.95014,,,,
98.542,0.54819,0.97541,,,,
98.552,0.55209,1.00443,,,,
98.562,0.55592,1.03384,,,,
98.572,0.55968,1.06205,,,,
98.582,0.56339,1.08582,,,,
98.592,0.56705,1.114,,,,
98.602,0.5707,1.14179,,,,
98.612,0.57438,1.16993,,,,
98.622,0.57813,1.20375,,,,
98.632,0.58195,1.23968,,,,
98.642,0.58582,1.27427,,,,
98.652,0.58968,1.31075,,,,
98.662,0.5935,1.34358,,,,
98.672,0.59724,1.37216,,,,
98.682,0.60091,1.40246,,,,
98.692,0.60454,1.43723,,,,
98.702,0.60816,1.4741,,,,
98.712,0.61183,1.51058,,,,
98.722,0.61558,1.54947,,,,
98.732,0.61941,1.58975,,,,
98.742,0.62329,1.62869,,,,
98.752,0.62715,1.67165,,,,
98.762,0.63097,1.71427,,,,
98.772,0.63472,1.75245,,,,
98.782,0.63839,1.79598,,,,
98.792,0.64201,1.84125,,,,
98.802,0.64562,1.88193,,,,
98.812,0.64928,1.92676,,,,
98.822,0.65301,1.97663,,,,
98.832,0.6568,2.0255,,,,
98.842,0.66062,2.0758,,,,
98.852,0.66443,2.12448,,,,
98.862,0.66821,2.16387,,,,
98.872,0.67196,2.20779,,,,
98.882,0.67566,2.25769,,,,
98.892,0.67934,2.30923,,,,
98.902,0.68304,2.36377,,,,
98.912,0.68679,2.4205,,,,
98.922,0.69061,2.47844,,,,
98.932,0.69447,2.53611,,,,
98.942,0.69833,2.60192,,,,
98.952,0.70215,2.66607,,,,
98.962,0.70594,2.72514,,,,
98.972,0.70968,2.785,,,,
98.982,0.71341,2.84551,,,,
98.992,0.71713,2.90544,,,,
99.002,0.72087,2.96979,,,,
99.012,0.72464,3.03812,,,,
99.022,0.72843,3.10186,,,,
99.032,0.73221,3.1692,,,,
99.042,0.73597,3.2402,,,,
99.052,0.73969,3.30856,,,,
99.062,0.7434,3.37555,,,,
99.072,0.74708,3.4458,,,,
99.082,0.75077,3.51674,,,,
99.092,0.7545,3.58764,,,,
99.102,0.75827,3.66103,,,,
99.112,0.76208,3.73746,,,,
99.122,0.76589,3.81546,,,,
99.132,0.76965,3.89686,,,,
99.142,0.77335,3.98115,,,,
99.152,0.77702,4.06289,,,,
99.162,0.78069,4.14638,,,,
99.172,0.78436,4.23309,,,,
99.182,0.78806,4.31709,,,,
99.192,0.79182,4.4054,,,,
99.202,0.79564,4.49494,,,,
99.212,0.79949,4.5826,,,,
99.222,0.80331,4.67451,,,,
99.232,0.80708,4.77105,,,,
99.242,0.81078,4.86569,,,,
99.252,0.81444,4.96163,,,,
99.262,0.81808,5.05922,,,,
99.272,0.82173,5.15498,,,,
99.282,0.82544,5.25347,,,,
99.292,0.82923,5.35821,,,,
99.302,0.83306,5.46312,,,,
99.312,0.83692,5.56763,,,,
99.322,0.84074,5.67266,,,,
99.332,0.84452,5.78268,,,,
99.342,0.84822,5.89246,,,,
99.352,0.85186,6.00099,,,,
99.362,0.85548,6.1074,,,,
99.372,0.85912,6.21681,,,,
99.382,0.86284,6.33339,,,,
99.392,0.86664,6.45591,,,,
99.402,0.8705,6.5811,,,,
99.412,0.87439,6.7074,,,,
99.422,0.87827,6.83367,,,,
99.432,0.88211,6.95519,,,,
99.442,0.8859,7.07955,,,,
99.452,0.88962,7.20638,,,,
99.462,0.89331,7.33443,,,,
99.472,0.89699,7.4676,,,,
99.482,0.90071,7.6057,,,,
99.492,0.90447,7.74382,,,,
99.502,0.90826,7.87769,,,,
99.512,0.91206,8.01565,,,,
99.522,0.91584,8.15232,,,,
99.532,0.9196,8.29009,,,,
99.542,0.92331,8.42965,,,,
99.552,0.92698,8.57011,,,,
99.562,0.93063,8.71211,,,,
99.572,0.93432,8.85688,,,,
99.582,0.93805,9.00793,,,,
99.592,0.94183,9.1623,,,,
99.602,0.94564,9.32187,,,,
99.612,0.94944,9.48363,,,,
99.622,0.95322,9.64162,,,,
99.632,0.95698,9.79939,,,,
99.642,0.96071,9.95546,,,,
99.652,0.96442,10.11052,,,,
99.662,0.96813,10.2703,,,,
99.672,0.97187,10.43702,,,,
99.682,0.97564,10.61012,,,,
99.692,0.97941,10.78391,,,,
99.702,0.98319,10.95692,,,,
99.712,0.98694,11.12753,,,,
99.722,0.99066,11.29418,,,,
99.732,0.99436,11.45724,,,,
99.742,0.99805,11.61941,,,,
99.752,1.00174,11.78318,,,,
99.762,1.00547,11.95515,,,,
99.772,1.00923,12.12947,,,,
99.782,1.01301,12.30264,,,,
99.792,1.01678,12.47976,,,,
99.802,1.02053,12.65726,,,,
99.812,1.02425,12.83428,,,,
99.822,1.02794,13.01069,,,,
99.832,1.03162,13.18594,,,,
99.842,1.03532,13.35826,,,,
99.852,1.03907,13.53259,,,,
99.862,1.04288,13.70795,,,,
99.872,1.04675,13.88618,,,,
99.882,1.05063,14.06697,,,,
99.892,1.05447,14.24864,,,,
99.902,1.05824,14.42302,,,,
99.912,1.06194,14.59905,,,,
99.922,1.0656,14.77888,,,,
99.932,1.06925,14.95694,,,,
99.942,1.07295,15.13359,,,,
99.952,1.07671,15.3113,,,,
99.962,1.08056,15.49381,,,,
99.972,1.08446,15.68203,,,,
99.982,1.08835,15.87044,,,,
99.992,1.09217,16.05441,,,,
100.002,1.0959,16.23112,,,,
100.012,1.09957,16.40982,,,,
100.022,1.10319,16.58485,,,,
100.032,1.10681,16.76001,,,,
100.042,1.11048,16.93985,,,,
100.052,1.11421,17.12761,,,,
100.062,1.11803,17.31808,,,,
100.072,1.1219,17.51014,,,,
100.082,1.12577,17.69844,,,,
100.092,1.12961,17.88128,,,,
100.102,1.13338,18.06486,,,,
100.112,1.13707,18.24446,,,,
100.122,1.14069,18.42084,,,,
100.132,1.14431,18.60234,,,,
100.142,1.14796,18.79071,,,,
100.152,1.15169,18.98476,,,,
100.162,1.15548,19.1801,,,,
100.172,1.15929,19.37483,,,,
100.182,1.1631,19.56376,,,,
100.192,1.16687,19.74536,,,,
100.202,1.17061,19.92571,,,,
100.212,1.1743,20.10722,,,,
100.222,1.17796,20.28884,,,,
100.232,1.18161,20.47438,,,,
100.242,1.18531,20.66311,,,,
100.252,1.18907,20.85858,,,,
100.262,1.19287,21.06096,,,,
100.272,1.1967,21.26411,,,,
100.282,1.20052,21.46195,,,,
100.292,1.20431,21.65429,,,,
100.302,1.20805,21.83641,,,,
100.312,1.21175,22.01587,,,,
100.322,1.21544,22.20552,,,,
100.332,1.21913,22.3978,,,,
100.342,1.22286,22.59197,,,,
100.352,1.22661,22.79031,,,,
100.362,1.23038,22.99141,,,,
100.372,1.23414,23.19054,,,,
100.382,1.23788,23.38616,,,,
100.392,1.24159,23.58022,,,,
100.402,1.24529,23.76961,,,,
100.412,1.24901,23.95918,,,,
100.422,1.25278,24.15589,,,,
100.432,1.25662,24.35909,,,,
100.442,1.2605,24.56937,,,,
100.452,1.26438,24.78185,,,,
100.462,1.26823,24.98791,,,,
100.472,1.27201,25.19243,,,,
100.482,1.27574,25.39097,,,,
100.492,1.27942,25.58299,,,,
100.502,1.28305,25.77305,,,,
100.512,1.28669,25.9639,,,,
100.522,1.29039,26.16009,,,,
100.532,1.29417,26.36654,,,,
100.542,1.29802,26.57883,,,,
100.552,1.30186,26.79224,,,,
100.562,1.30566,27.00219,,,,
100.572,1.30941,27.20894,,,,
100.582,1.31311,27.41203,,,,
100.592,1.31676,27.61131,,,,
100.602,1.3204,27.81076,,,,
100.612,1.32405,28.01414,,,,
100.622,1.32778,28.22223,,,,
100.632,1.33159,28.43368,,,,
100.642,1.33544,28.64977,,,,
100.652,1.3393,28.86369,,,,
100.662,1.34311,29.07372,,,,
100.672,1.34684,29.27901,,,,
100.682,1.3505,29.4833,,,,
100.692,1.35413,29.68842,,,,
100.702,1.35775,29.89215,,,,
100.712,1.36141,30.09936,,,,
100.722,1.36516,30.3126,,,,
100.732,1.36898,30.53347,,,,
100.742,1.37284,30.75607,,,,
100.752,1.3767,30.97181,,,,
100.762,1.38052,31.18098,,,,
100.772,1.38429,31.38727,,,,
100.782,1.38798,31.59179,,,,
100.792,1.39162,31.79751,,,,
100.802,1.39525,32.0034,,,,
100.812,1.39891,32.21381,,,,
100.822,1.40263,32.42999,,,,
100.832,1.40642,32.65593,,,,
100.842,1.41024,32.879,,,,
100.852,1.41405,33.10009,,,,
100.862,1.41785,33.31958,,,,
100.872,1.42161,33.5363,,,,
100.882,1.42534,33.74902,,,,
100.892,1.42904,33.96168,,,,
100.902,1.43274,34.17709,,,,
100.912,1.43648,34.40122,,,,
100.922,1.44027,34.63445,,,,
100.932,1.4441,34.87412,,,,
100.942,1.44794,35.10794,,,,
100.952,1.45175,35.33152,,,,
100.962,1.45553,35.55347,,,,
100.972,1.45927,35.77385,,,,
100.982,1.46298,35.98841,,,,
100.992,1.46669,36.20605,,,,
101.002,1.47044,36.43144,,,,
101.012,1.47422,36.66537,,,,
101.022,1.47802,36.90116,,,,
101.032,1.48182,37.13466,,,,
101.042,1.48558,37.35912,,,,
101.052,1.4893,37.57926,,,,
101.062,1.49299,37.79356,,,,
101.072,1.49665,38.00755,,,,
101.082,1.50033,38.2228,,,,
101.092,1.50405,38.44307,,,,
101.102,1.50784,38.67475,,,,
101.112,1.51168,38.91649,,,,
101.122,1.51549,39.15656,,,,
101.132,1.51926,39.39169,,,,
101.142,1.52297,39.62116,,,,
101.152,1.52664,39.84489,,,,
101.162,1.53029,40.06488,,,,
101.172,1.53394,40.28872,,,,
101.182,1.53763,40.51978,,,,
101.192,1.54137,40.75463,,,,
101.202,1.54518,40.99652,,,,
101.212,1.54902,41.2405,,,,
101.222,1.55286,41.48065,,,,
101.232,1.55665,41.72143,,,,
101.242,1.56036,41.95511,,,,
101.252,1.56403,42.18298,,,,
101.262,1.56767,42.40797,,,,
101.272,1.57133,42.63674,,,,
101.282,1.57505,42.8695,,,,
101.292,1.57883,43.11126,,,,
101.302,1.58265,43.35497,,,,
101.312,1.5865,43.60128,,,,
101.322,1.59033,43.84376,,,,
101.332,1.59412,44.08146,,,,
101.342,1.59784,44.31653,,,,
101.352,1.6015,44.54815,,,,
101.362,1.60512,44.77892,,,,
